# Time(ps) Perimeter(A)
121000.0000 0.0000
121100.0000 0.0000
121200.0000 0.0000
121300.0000 0.0000
121400.0000 0.0000
121500.0000 0.0000
121600.0000 0.0000
121700.0000 0.0000
121800.0000 0.0000
121900.0000 0.0000
122000.0000 0.0000
122100.0000 0.0000
122200.0000 0.0000
122300.0000 0.0000
122400.0000 0.0000
122500.0000 0.0000
122600.0000 0.0000
122700.0000 0.0000
122800.0000 0.0000
122900.0000 0.0000
123000.0000 0.0000
123100.0000 0.0000
123200.0000 0.0000
123300.0000 0.0000
123400.0000 0.0000
123500.0000 0.0000
123600.0000 0.0000
123700.0000 0.0000
123800.0000 0.0000
123900.0000 0.0000
124000.0000 0.0000
124100.0000 0.0000
124200.0000 0.0000
124300.0000 0.0000
124400.0000 0.0000
124500.0000 0.0000
124600.0000 0.0000
124700.0000 0.0000
124800.0000 0.0000
124900.0000 0.0000
125000.0000 0.0000
125100.0000 0.0000
125200.0000 0.0000
125300.0000 0.0000
125400.0000 0.0000
125500.0000 0.0000
125600.0000 0.0000
125700.0000 0.0000
125800.0000 0.0000
125900.0000 0.0000
126000.0000 0.0000
126100.0000 0.0000
126200.0000 0.0000
126300.0000 0.0000
126400.0000 0.0000
126500.0000 0.0000
126600.0000 0.0000
126700.0000 0.0000
126800.0000 0.0000
126900.0000 0.0000
127000.0000 0.0000
127100.0000 0.0000
127200.0000 0.0000
127300.0000 0.0000
127400.0000 0.0000
127500.0000 0.0000
127600.0000 0.0000
127700.0000 0.0000
127800.0000 0.0000
127900.0000 0.0000
128000.0000 0.0000
128100.0000 0.0000
128200.0000 0.0000
128300.0000 0.0000
128400.0000 0.0000
128500.0000 0.0000
128600.0000 0.0000
128700.0000 0.0000
128800.0000 0.0000
128900.0000 0.0000
129000.0000 0.0000
129100.0000 0.0000
129200.0000 0.0000
129300.0000 0.0000
129400.0000 0.0000
129500.0000 0.0000
129600.0000 0.0000
129700.0000 0.0000
129800.0000 0.0000
129900.0000 0.0000
130000.0000 0.0000
130100.0000 0.0000
130200.0000 0.0000
130300.0000 0.0000
130400.0000 0.0000
130500.0000 0.0000
130600.0000 0.0000
130700.0000 0.0000
130800.0000 0.0000
130900.0000 0.0000
131000.0000 0.0000
131100.0000 0.0000
131200.0000 0.0000
131300.0000 0.0000
131400.0000 0.0000
131500.0000 0.0000
131600.0000 0.0000
131700.0000 0.0000
131800.0000 0.0000
131900.0000 0.0000
132000.0000 0.0000
132100.0000 0.0000
132200.0000 0.0000
132300.0000 0.0000
132400.0000 0.0000
132500.0000 0.0000
132600.0000 0.0000
132700.0000 0.0000
132800.0000 0.0000
132900.0000 0.0000
133000.0000 0.0000
133100.0000 0.0000
133200.0000 0.0000
133300.0000 0.0000
133400.0000 0.0000
133500.0000 0.0000
133600.0000 0.0000
133700.0000 0.0000
133800.0000 0.0000
133900.0000 0.0000
134000.0000 0.0000
134100.0000 0.0000
134200.0000 0.0000
134300.0000 0.0000
134400.0000 0.0000
134500.0000 0.0000
134600.0000 0.0000
134700.0000 0.0000
134800.0000 0.0000
134900.0000 0.0000
135000.0000 0.0000
135100.0000 0.0000
135200.0000 0.0000
135300.0000 0.0000
135400.0000 0.0000
135500.0000 0.0000
135600.0000 0.0000
135700.0000 0.0000
135800.0000 0.0000
135900.0000 0.0000
136000.0000 0.0000
136100.0000 0.0000
136200.0000 0.0000
136300.0000 0.0000
136400.0000 0.0000
136500.0000 0.0000
136600.0000 0.0000
136700.0000 0.0000
136800.0000 0.0000
136900.0000 0.0000
137000.0000 0.0000
137100.0000 0.0000
137200.0000 0.0000
137300.0000 0.0000
137400.0000 0.0000
137500.0000 0.0000
137600.0000 0.0000
137700.0000 0.0000
137800.0000 0.0000
137900.0000 0.0000
138000.0000 0.0000
138100.0000 0.0000
138200.0000 0.0000
138300.0000 0.0000
138400.0000 0.0000
138500.0000 0.0000
138600.0000 0.0000
138700.0000 0.0000
138800.0000 0.0000
138900.0000 0.0000
139000.0000 0.0000
139100.0000 0.0000
139200.0000 0.0000
139300.0000 0.0000
139400.0000 0.0000
139500.0000 0.0000
139600.0000 0.0000
139700.0000 0.0000
139800.0000 0.0000
139900.0000 0.0000
140000.0000 0.0000
140100.0000 0.0000
140200.0000 0.0000
140300.0000 0.0000
140400.0000 0.0000
140500.0000 0.0000
140600.0000 0.0000
140700.0000 0.0000
140800.0000 0.0000
140900.0000 0.0000
141000.0000 0.0000
141100.0000 0.0000
141200.0000 0.0000
141300.0000 0.0000
141400.0000 0.0000
141500.0000 0.0000
141600.0000 0.0000
141700.0000 0.0000
141800.0000 0.0000
141900.0000 0.0000
142000.0000 0.0000
142100.0000 0.0000
142200.0000 0.0000
142300.0000 0.0000
142400.0000 0.0000
142500.0000 0.0000
142600.0000 0.0000
142700.0000 0.0000
142800.0000 0.0000
142900.0000 0.0000
143000.0000 0.0000
143100.0000 0.0000
143200.0000 0.0000
143300.0000 0.0000
143400.0000 0.0000
143500.0000 0.0000
143600.0000 0.0000
143700.0000 0.0000
143800.0000 0.0000
143900.0000 0.0000
144000.0000 0.0000
144100.0000 0.0000
144200.0000 0.0000
144300.0000 0.0000
144400.0000 0.0000
144500.0000 0.0000
144600.0000 0.0000
144700.0000 0.0000
144800.0000 0.0000
144900.0000 0.0000
145000.0000 0.0000
145100.0000 0.0000
145200.0000 0.0000
145300.0000 0.0000
145400.0000 0.0000
145500.0000 0.0000
145600.0000 0.0000
145700.0000 0.0000
145800.0000 0.0000
145900.0000 0.0000
146000.0000 0.0000
146100.0000 0.0000
146200.0000 0.0000
146300.0000 0.0000
146400.0000 0.0000
146500.0000 0.0000
146600.0000 0.0000
146700.0000 0.0000
146800.0000 0.0000
146900.0000 0.0000
147000.0000 0.0000
147100.0000 0.0000
147200.0000 0.0000
147300.0000 0.0000
147400.0000 0.0000
147500.0000 0.0000
147600.0000 0.0000
147700.0000 0.0000
147800.0000 0.0000
147900.0000 0.0000
148000.0000 0.0000
148100.0000 0.0000
148200.0000 0.0000
148300.0000 0.0000
148400.0000 0.0000
148500.0000 0.0000
148600.0000 0.0000
148700.0000 0.0000
148800.0000 0.0000
148900.0000 0.0000
149000.0000 0.0000
149100.0000 0.0000
149200.0000 0.0000
149300.0000 0.0000
149400.0000 0.0000
149500.0000 0.0000
149600.0000 0.0000
149700.0000 0.0000
149800.0000 0.0000
149900.0000 0.0000
150000.0000 0.0000
150100.0000 0.0000
150200.0000 0.0000
150300.0000 0.0000
150400.0000 0.0000
150500.0000 0.0000
150600.0000 0.0000
150700.0000 0.0000
150800.0000 0.0000
150900.0000 0.0000
151000.0000 0.0000
151100.0000 0.0000
151200.0000 0.0000
151300.0000 0.0000
151400.0000 0.0000
151500.0000 0.0000
151600.0000 0.0000
151700.0000 0.0000
151800.0000 0.0000
151900.0000 0.0000
152000.0000 0.0000
152100.0000 0.0000
152200.0000 0.0000
152300.0000 0.0000
152400.0000 0.0000
152500.0000 0.0000
152600.0000 0.0000
152700.0000 0.0000
152800.0000 0.0000
152900.0000 0.0000
153000.0000 0.0000
153100.0000 0.0000
153200.0000 0.0000
153300.0000 0.0000
153400.0000 0.0000
153500.0000 0.0000
153600.0000 0.0000
153700.0000 0.0000
153800.0000 0.0000
153900.0000 0.0000
154000.0000 0.0000
154100.0000 0.0000
154200.0000 0.0000
154300.0000 0.0000
154400.0000 0.0000
154500.0000 0.0000
154600.0000 0.0000
154700.0000 0.0000
154800.0000 0.0000
154900.0000 0.0000
155000.0000 0.0000
155100.0000 0.0000
155200.0000 0.0000
155300.0000 0.0000
155400.0000 0.0000
155500.0000 0.0000
155600.0000 0.0000
155700.0000 0.0000
155800.0000 0.0000
155900.0000 0.0000
156000.0000 0.0000
156100.0000 0.0000
156200.0000 0.0000
156300.0000 0.0000
156400.0000 0.0000
156500.0000 0.0000
156600.0000 0.0000
156700.0000 0.0000
156800.0000 0.0000
156900.0000 0.0000
157000.0000 0.0000
157100.0000 0.0000
157200.0000 0.0000
157300.0000 0.0000
157400.0000 0.0000
157500.0000 0.0000
157600.0000 0.0000
157700.0000 0.0000
157800.0000 0.0000
157900.0000 0.0000
158000.0000 0.0000
158100.0000 0.0000
158200.0000 0.0000
158300.0000 0.0000
158400.0000 0.0000
158500.0000 0.0000
158600.0000 0.0000
158700.0000 0.0000
158800.0000 0.0000
158900.0000 0.0000
159000.0000 0.0000
159100.0000 0.0000
159200.0000 0.0000
159300.0000 0.0000
159400.0000 0.0000
159500.0000 0.0000
159600.0000 0.0000
159700.0000 0.0000
159800.0000 0.0000
159900.0000 0.0000
160000.0000 0.0000
160100.0000 0.0000
160200.0000 0.0000
160300.0000 0.0000
160400.0000 0.0000
160500.0000 0.0000
160600.0000 0.0000
160700.0000 0.0000
160800.0000 0.0000
160900.0000 0.0000
161000.0000 0.0000
161100.0000 0.0000
161200.0000 0.0000
161300.0000 0.0000
161400.0000 0.0000
161500.0000 0.0000
161600.0000 0.0000
161700.0000 0.0000
161800.0000 0.0000
161900.0000 0.0000
162000.0000 0.0000
162100.0000 0.0000
162200.0000 0.0000
162300.0000 0.0000
162400.0000 0.0000
162500.0000 0.0000
162600.0000 0.0000
162700.0000 0.0000
162800.0000 0.0000
162900.0000 0.0000
163000.0000 0.0000
163100.0000 0.0000
163200.0000 0.0000
163300.0000 0.0000
163400.0000 0.0000
163500.0000 0.0000
163600.0000 0.0000
163700.0000 0.0000
163800.0000 0.0000
163900.0000 0.0000
164000.0000 0.0000
164100.0000 0.0000
164200.0000 0.0000
164300.0000 0.0000
164400.0000 0.0000
164500.0000 0.0000
164600.0000 0.0000
164700.0000 0.0000
164800.0000 0.0000
164900.0000 0.0000
165000.0000 0.0000
165100.0000 0.0000
165200.0000 0.0000
165300.0000 0.0000
165400.0000 0.0000
165500.0000 0.0000
165600.0000 0.0000
165700.0000 0.0000
165800.0000 0.0000
165900.0000 0.0000
166000.0000 0.0000
166100.0000 0.0000
166200.0000 0.0000
166300.0000 0.0000
166400.0000 0.0000
166500.0000 0.0000
166600.0000 0.0000
166700.0000 0.0000
166800.0000 0.0000
166900.0000 0.0000
167000.0000 0.0000
167100.0000 0.0000
167200.0000 0.0000
167300.0000 0.0000
167400.0000 0.0000
167500.0000 0.0000
167600.0000 0.0000
167700.0000 0.0000
167800.0000 0.0000
167900.0000 0.0000
168000.0000 0.0000
168100.0000 0.0000
168200.0000 0.0000
168300.0000 0.0000
168400.0000 0.0000
168500.0000 0.0000
168600.0000 0.0000
168700.0000 0.0000
168800.0000 0.0000
168900.0000 0.0000
169000.0000 0.0000
169100.0000 0.0000
169200.0000 0.0000
169300.0000 0.0000
169400.0000 0.0000
169500.0000 0.0000
169600.0000 0.0000
169700.0000 0.0000
169800.0000 0.0000
169900.0000 0.0000
170000.0000 0.0000
170100.0000 0.0000
170200.0000 0.0000
170300.0000 0.0000
170400.0000 0.0000
170500.0000 0.0000
170600.0000 0.0000
170700.0000 0.0000
170800.0000 0.0000
170900.0000 0.0000
171000.0000 0.0000
171100.0000 0.0000
171200.0000 0.0000
171300.0000 0.0000
171400.0000 0.0000
171500.0000 0.0000
171600.0000 0.0000
171700.0000 0.0000
171800.0000 0.0000
171900.0000 0.0000
172000.0000 0.0000
172100.0000 0.0000
172200.0000 0.0000
172300.0000 0.0000
172400.0000 0.0000
172500.0000 0.0000
172600.0000 0.0000
172700.0000 0.0000
172800.0000 0.0000
172900.0000 0.0000
173000.0000 0.0000
173100.0000 0.0000
173200.0000 0.0000
173300.0000 0.0000
173400.0000 0.0000
173500.0000 0.0000
173600.0000 0.0000
173700.0000 0.0000
173800.0000 0.0000
173900.0000 0.0000
174000.0000 0.0000
174100.0000 0.0000
174200.0000 0.0000
174300.0000 0.0000
174400.0000 0.0000
174500.0000 0.0000
174600.0000 0.0000
174700.0000 0.0000
174800.0000 0.0000
174900.0000 0.0000
175000.0000 0.0000
175100.0000 0.0000
175200.0000 0.0000
175300.0000 0.0000
175400.0000 0.0000
175500.0000 0.0000
175600.0000 0.0000
175700.0000 0.0000
175800.0000 0.0000
175900.0000 0.0000
176000.0000 0.0000
176100.0000 0.0000
176200.0000 0.0000
176300.0000 0.0000
176400.0000 0.0000
176500.0000 0.0000
176600.0000 0.0000
176700.0000 0.0000
176800.0000 0.0000
176900.0000 0.0000
177000.0000 0.0000
177100.0000 0.0000
177200.0000 0.0000
177300.0000 0.0000
177400.0000 0.0000
177500.0000 0.0000
177600.0000 0.0000
177700.0000 0.0000
177800.0000 0.0000
177900.0000 0.0000
178000.0000 0.0000
178100.0000 0.0000
178200.0000 0.0000
178300.0000 0.0000
178400.0000 0.0000
178500.0000 0.0000
178600.0000 0.0000
178700.0000 0.0000
178800.0000 0.0000
178900.0000 0.0000
179000.0000 0.0000
179100.0000 0.0000
179200.0000 0.0000
179300.0000 0.0000
179400.0000 0.0000
179500.0000 0.0000
179600.0000 0.0000
179700.0000 0.0000
179800.0000 0.0000
179900.0000 0.0000
180000.0000 0.0000
180100.0000 0.0000
180200.0000 0.0000
180300.0000 0.0000
180400.0000 0.0000
180500.0000 0.0000
180600.0000 0.0000
180700.0000 0.0000
180800.0000 0.0000
180900.0000 0.0000
181000.0000 0.0000
181100.0000 0.0000
181200.0000 0.0000
181300.0000 0.0000
181400.0000 0.0000
181500.0000 0.0000
181600.0000 0.0000
181700.0000 0.0000
181800.0000 0.0000
181900.0000 0.0000
182000.0000 0.0000
182100.0000 0.0000
182200.0000 0.0000
182300.0000 0.0000
182400.0000 0.0000
182500.0000 0.0000
182600.0000 0.0000
182700.0000 0.0000
182800.0000 0.0000
182900.0000 0.0000
183000.0000 0.0000
183100.0000 0.0000
183200.0000 0.0000
183300.0000 0.0000
183400.0000 0.0000
183500.0000 0.0000
183600.0000 0.0000
183700.0000 0.0000
183800.0000 0.0000
183900.0000 0.0000
184000.0000 0.0000
184100.0000 0.0000
184200.0000 0.0000
184300.0000 0.0000
184400.0000 0.0000
184500.0000 0.0000
184600.0000 0.0000
184700.0000 0.0000
184800.0000 0.0000
184900.0000 0.0000
185000.0000 0.0000
185100.0000 0.0000
185200.0000 0.0000
185300.0000 0.0000
185400.0000 0.0000
185500.0000 0.0000
185600.0000 0.0000
185700.0000 0.0000
185800.0000 0.0000
185900.0000 0.0000
186000.0000 0.0000
186100.0000 0.0000
186200.0000 0.0000
186300.0000 0.0000
186400.0000 0.0000
186500.0000 0.0000
186600.0000 0.0000
186700.0000 0.0000
186800.0000 0.0000
186900.0000 0.0000
187000.0000 0.0000
187100.0000 0.0000
187200.0000 0.0000
187300.0000 0.0000
187400.0000 0.0000
187500.0000 0.0000
187600.0000 0.0000
187700.0000 0.0000
187800.0000 0.0000
187900.0000 0.0000
188000.0000 0.0000
188100.0000 0.0000
188200.0000 0.0000
188300.0000 5.3927
188400.0000 0.0000
188500.0000 0.0000
188600.0000 0.0000
188700.0000 0.0000
188800.0000 0.0000
188900.0000 0.0000
189000.0000 0.0000
189100.0000 0.0000
189200.0000 0.0000
189300.0000 0.0000
189400.0000 0.0000
189500.0000 0.0000
189600.0000 0.0000
189700.0000 0.0000
189800.0000 0.0000
189900.0000 0.0000
190000.0000 0.0000
190100.0000 0.0000
190200.0000 0.0000
190300.0000 0.0000
190400.0000 0.0000
190500.0000 0.0000
190600.0000 0.0000
190700.0000 0.0000
190800.0000 0.0000
190900.0000 0.0000
191000.0000 0.0000
191100.0000 0.0000
191200.0000 0.0000
191300.0000 0.0000
191400.0000 0.0000
191500.0000 0.0000
191600.0000 0.0000
191700.0000 0.0000
191800.0000 0.0000
191900.0000 0.0000
192000.0000 0.0000
192100.0000 0.0000
192200.0000 0.0000
192300.0000 0.0000
192400.0000 0.0000
192500.0000 0.0000
192600.0000 0.0000
192700.0000 0.0000
192800.0000 0.0000
192900.0000 0.0000
193000.0000 0.0000
193100.0000 0.0000
193200.0000 0.0000
193300.0000 0.0000
193400.0000 0.0000
193500.0000 0.0000
193600.0000 0.0000
193700.0000 0.0000
193800.0000 0.0000
193900.0000 0.0000
194000.0000 0.0000
194100.0000 0.0000
194200.0000 0.0000
194300.0000 0.0000
194400.0000 0.0000
194500.0000 0.0000
194600.0000 0.0000
194700.0000 0.0000
194800.0000 0.0000
194900.0000 0.0000
195000.0000 0.0000
195100.0000 0.0000
195200.0000 0.0000
195300.0000 0.0000
195400.0000 0.0000
195500.0000 0.0000
195600.0000 0.0000
195700.0000 0.0000
195800.0000 0.0000
195900.0000 0.0000
196000.0000 0.0000
196100.0000 0.0000
196200.0000 0.0000
196300.0000 0.0000
196400.0000 0.0000
196500.0000 0.0000
196600.0000 0.0000
196700.0000 0.0000
196800.0000 0.0000
196900.0000 0.0000
197000.0000 0.0000
197100.0000 0.0000
197200.0000 0.0000
197300.0000 0.0000
197400.0000 0.0000
197500.0000 0.0000
197600.0000 0.0000
197700.0000 0.0000
197800.0000 0.0000
197900.0000 0.0000
198000.0000 0.0000
198100.0000 0.0000
198200.0000 0.0000
198300.0000 0.0000
198400.0000 0.0000
198500.0000 0.0000
198600.0000 0.0000
198700.0000 0.0000
198800.0000 0.0000
198900.0000 0.0000
199000.0000 0.0000
199100.0000 0.0000
199200.0000 0.0000
199300.0000 0.0000
199400.0000 0.0000
199500.0000 0.0000
199600.0000 0.0000
199700.0000 0.0000
199800.0000 0.0000
199900.0000 0.0000
200000.0000 0.0000
